id,lat,lon,name,address,neighborhood,source
osm-282759644,21.3227067,-157.8635546,,"North Vineyard Boulevard, Iwilei, Honolulu, Honolulu County, Hawaii, 96817, United States",honolulu,osm
osm-282831807,21.3608361,-157.9089269,,"111, Aliamanu Drive, Red Hill, Honolulu, Honolulu County, Hawaii, 96818, United States",salt-lake,osm
osm-291021280,21.4100926,-157.7794426,,"YWCA Kokokahi, Kaneohe Bay Drive, Kokokahi, Kaneohe, Honolulu County, Hawaii, 96744, United States",unknown,osm
osm-299135511,21.278254,-157.8325895,,"Martin & MacArthur, 2169, Kalia Road, Waikīkī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",waikiki,osm
osm-302851835,21.2931612,-157.8318239,,"Citron Street, McCully, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-302943996,21.276433,-157.8034483,,"Maunaloa Avenue, Kaimukī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303097008,21.2922114,-157.8476797,,"Khon-2, 88, Piikoi Street, Ala Moana, East Honolulu, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-303112387,21.2862286,-157.8401598,,"Holomoana Street, Ala Moana, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-303113114,21.2850418,-157.8370215,,"Ala Moana Boulevard, McCully, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-303711875,21.2568723,-157.7953511,,"Kaikuono Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303711879,21.2592984,-157.7983658,,"Diamond Head Road, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303711965,21.2601425,-157.79725,,"Diamond Head Road, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712304,21.2594318,-157.7988813,,"3817, Poka Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",unknown,osm
osm-303712353,21.2597087,-157.7989082,,"Poka Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712367,21.2599678,-157.7985074,,"Poka Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712472,21.2609789,-157.7968962,,"Diamond Head Road, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712583,21.2614694,-157.7976608,,"Honorary Consulate of the Czech Republic, Paikau Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712770,21.2626611,-157.7981136,,"654, Paikau Street, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",unknown,osm
osm-303712777,21.2627777,-157.7988399,,"301, 22nd Avenue, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96816, United States",unknown,osm
osm-303712977,21.2625271,-157.7985672,,"22nd Avenue, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303712978,21.262587,-157.7985688,,"22nd Avenue, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303713129,21.2623761,-157.79737,,"Kaualio Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303715346,21.2623428,-157.798254,,"Pana Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303715350,21.2621043,-157.7983439,,"Pana Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303717200,21.2668715,-157.8150261,,"Pualei Circle, Kaimukī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303719575,21.2667835,-157.8139762,,"Pualei Circle, Kaimukī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303719620,21.2656854,-157.8143328,,"Diamond Head Plaza, 3061, Pualei Circle, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",unknown,osm
osm-303720858,21.2662128,-157.8157423,,"Diamond Head Surf, 3824;3810, Leahi Avenue, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",unknown,osm
osm-303721181,21.2614518,-157.8154108,,"La Pietra Circle, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303721386,21.2663017,-157.8124426,,"Noela Street, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303721388,21.2659537,-157.8123676,,"Noela Street, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303721571,21.2653193,-157.8130352,,"Noela Street, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303721807,21.2661802,-157.8135301,,"3880, Kanaina Avenue, Kapahulu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",unknown,osm
osm-303722152,21.2650665,-157.8144961,,"Holei Street, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-303722718,21.2619456,-157.8164243,,"3076, La Pietra Circle, East Honolulu, Honolulu, Honolulu County, Hawaii, 96815, United States",unknown,osm
osm-303724124,21.2614716,-157.8212893,,"Kalākaua Avenue, Honolulu, Honolulu County, Hawaii, 96815, United States",unknown,osm
osm-303724342,21.2700163,-157.7767761,,"Kahala Avenue, Waialae-Kahala, Wailupe, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",kahala,osm
osm-303726078,21.2681188,-157.7861153,,"Iiwi Street, Waialae-Kahala, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-303726079,21.2665669,-157.7893764,,"Onaha Street, Waialae-Kahala, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-303726080,21.267248,-157.788945,,"Koloa Street, Waialae-Kahala, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-303726081,21.2663277,-157.7882819,,"Ulili Street, Waialae-Kahala, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-303726082,21.2717974,-157.8223788,,"Yoshitsune, 2586, Kalākaua Avenue, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",waikiki,osm
osm-303883256,21.2916442,-157.8486124,,"Ala Moana Boulevard, Ala Moana, East Honolulu, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-303883257,21.2913402,-157.8480293,,"Piikoi Street, Ala Moana, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-303883258,21.2920143,-157.849711,,"Bank of Hawaii, Queen Street, Ala Moana, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-303883259,21.2930184,-157.8495535,,"Queen Street, Ala Moana, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-303883260,21.2967987,-157.8452122,,"Piikoi Plaza, 725, Piikoi Street, Ala Moana, East Honolulu, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-304038893,21.2891076,-157.8375372,,"Hawaii Convention Center, 1801, Kalākaua Avenue, McCully, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-304741645,21.2862934,-157.8277619,,"Ala Wai Plaza, 500, University Avenue, Waikīkī, East Honolulu, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-304741839,21.2873683,-157.8288415,,"Marco Polo, 2333, Kapiolani Boulevard, Moiliili, McCully, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-304744266,21.2890459,-157.8330929,,"Ala Wai Promenade, McCully, Honolulu, Honolulu County, Hawaii, 96926, United States",honolulu,osm
osm-304744674,21.2966759,-157.8393231,,"Liona Street, Pawaa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-304744675,21.2957375,-157.8394047,,"Rycroft Terrace, 1550, Rycroft Street, Pawaa, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-304745984,21.3030746,-157.8368513,,"Keeaumoku Street, Pawaa, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-304950342,21.2963442,-157.8468943,,"Moana Pacific, 1288-1296, Kapiolani Boulevard, Ala Moana, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-305502285,21.344623,-157.9109271,,"Ala Maile Place, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-305502286,21.3442141,-157.9099961,,"Ala Melia Place, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-305658089,21.3053186,-157.8463847,,"Surfview, 1018, Lunalilo Street, Makiki Kai, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-305658091,21.3052228,-157.8457222,,"Continental Plaza Driveway, Makiki Kai, East Honolulu, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-305658306,21.3041982,-157.8461437,,"Kinau Street, Makiki Kai, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-305658307,21.3082428,-157.8483437,,"Emerson Street, Makiki Kai, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-305658308,21.3093888,-157.8482719,,"Emerson Street, Makiki Kai, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-305658309,21.3087358,-157.849649,,"Alapai Street, Makiki Kai, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-305658451,21.3136666,-157.8503712,,"Prospect Street, Makiki Kai, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-305658452,21.3123488,-157.851501,,"Aleo Hale, 1619, Kamamalu Avenue, Hawaii Capital Historic District, East Honolulu, Honolulu, Honolulu County, Hawaii, 96813, United States",honolulu,osm
osm-305799914,21.3144982,-157.8091577,,"Loomis Street, Mānoa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96848, United States",honolulu,osm
osm-305799915,21.3145172,-157.8088638,,"Kahaloa Drive, Mānoa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96848, United States",honolulu,osm
osm-306046627,21.2958864,-157.8400797,,"Sandalwood, 910, Ahana Street, Pawaa, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-306046628,21.2955696,-157.8402035,,"Rycroft Street, Pawaa, Honolulu, Honolulu County, Hawaii, 96814, United States",honolulu,osm
osm-306048721,21.3004808,-157.8301409,,"Punahou Chalet, 1521, Alexander Street, McCully, Honolulu, Honolulu County, Hawaii, 96826, United States",honolulu,osm
osm-306192416,21.3131366,-157.8554538,,"Pali Highway, Chinatown, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-306192421,21.3134039,-157.8596932,,"Honolulu Park Place, 1212, Nuuanu Avenue, The Arts District, Hawaii Capital Historic District, East Honolulu, Honolulu, Honolulu County, Hawaii, 96817, United States",honolulu,osm
osm-306301536,21.3443721,-157.9126079,,"831, Ala ʻIlima Place, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-307662645,21.2570948,-157.7998985,,"Palaoa Place, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96828, United States",unknown,osm
osm-309255548,21.3349711,-158.0867897,Waterworld,"Waterworld, Farrington Highway, City Center, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-309259991,21.33637,-158.085803,,"Big Kahuna, Farrington Highway, City Center, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-309265526,21.335884,-158.0862764,,"Big Kahuna, Farrington Highway, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-311240424,21.2801402,-157.8314547,,"The Breakers Hotel, 245, Saratoga Road, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-311241494,21.2804065,-157.8311506,,"The Breakers Hotel, 245, Saratoga Road, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-311241495,21.2806689,-157.8312971,,"Saratoga Road, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-317242119,21.2809912,-157.8346151,Maile Pool,"Maile Pool, Kalia Road, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-317840239,21.3019071,-157.855993,,"Royal Capitol Plaza, 876, Curtis Street, Kaka‘ako, Honolulu, Honolulu County, Hawaii, 96813, United States",honolulu,osm
osm-320741874,21.2799797,-157.825332,,"Nahua Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",waikiki,osm
osm-320742174,21.2798203,-157.825732,,"Nohonani Street, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",waikiki,osm
osm-322072360,21.2860718,-157.8387462,,"Ala Moana Boulevard, Ala Moana, Honolulu, Honolulu County, Hawaii, 96841, United States",honolulu,osm
osm-325065154,21.3819327,-158.0216761,,"Waipahu Street, West Loch, Village Park, Waipahu, Honolulu County, Hawaii, 96797, United States",unknown,osm
osm-325501992,21.3029902,-157.836979,,"Keeaumoku Street, Pawaa, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-325535244,21.3064712,-157.8742403,,"Pritchard Street, CGX, Sand Island, Honolulu, Honolulu County, Hawaii, 96819, United States",unknown,osm
osm-327492416,21.2933641,-157.8116179,,"Dole Street, Saint Louis Heights, East Honolulu, Honolulu, Honolulu County, Hawaii, 96848, United States",honolulu,osm
osm-327493891,21.2642279,-157.7824327,,"Kahala Avenue, Waialae-Kahala, Black Point, Kāhala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",unknown,osm
osm-329355492,21.314498,-157.8557163,,"Pali Highway, The Arts District, Chinatown, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-329356240,21.3107402,-157.8543485,,"Punchbowl Street, Hawaii Capital Historic District, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-329358832,21.3395864,-157.8405778,,"Oʻahu Country Club, 150, Country Club Road, Nuʻuanu, East Honolulu, Honolulu, Honolulu County, Hawaii, 96817, United States",honolulu,osm
osm-334764593,21.3266769,-157.8763757,,"Mc Neill Street, Kalihi Kai, Honolulu, Honolulu County, Hawaii, 96817, United States",kalihi,osm
osm-350096307,21.5355199,-158.0200735,,"Paalaa Uka Pupukea Road, Helemano Military Reservation, Honolulu County, Hawaii, 96786, United States",whitmore-village,osm
osm-359437282,21.3324388,-158.121514,,"Longboards, Mauloa Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-359437283,21.3326459,-158.1207976,,"Waipahe Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-359437284,21.3312555,-158.1218887,,"Shower (private), Waipahe Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-359437285,21.3312387,-158.1216447,,"Shower (private), Waipahe Place, Kapolei, Honolulu County, Hawaii, 96707, United States",unknown,osm
osm-364761485,21.3852527,-157.9111401,,"Halawa Heights Road, Hālawa Heights, Aiea, Honolulu County, Hawaii, 96701, United States",aiea,osm
osm-367337428,21.2907,-157.7067048,,"Hawai’i Kai Drive, Hahaione High Rise, East Honolulu, Honolulu, Honolulu County, Hawaii, 96825, United States",hawaii-kai,osm
osm-435971432,21.28197,-157.8282678,,"Mahina and Sun's, Lewers Street, Kalakaua Shopping District, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-440459970,21.3122409,-157.8389633,,"Roosevelt High School, Nehoa Street, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 98622, United States",honolulu,osm
osm-440760632,21.2781829,-157.7733385,,"Kalani High School, 4680, Kalaniana’ole Highway, Wailupe, Waialae-Kahala, East Honolulu, Honolulu, Honolulu County, Hawaii, 96821, United States",kahala,osm
osm-440906195,21.367984,-157.9569599,,"1275, Saratoga Boulevard, Waipahu, Honolulu County, Hawaii, 96818, United States",pearl-harbor,osm
osm-444338695,21.4087095,-157.8094494,Kaneohe District Park Pool,"Pookela Street, Kapunahala, Kaneohe, Honolulu County, Hawaii, 96744, United States",kaneohe,osm
osm-446693405,21.3454594,-158.0842676,,"Anipeahi Street, Makakilo City, Kapolei, Honolulu County, Hawaii, 96707, United States",kapolei,osm
osm-452021982,21.3126022,-157.859167,,"Honolulu Park Place, 1212, Nuuanu Avenue, The Arts District, Chinatown, Honolulu, Honolulu County, Hawaii, 96817, United States",honolulu,osm
osm-452622383,21.314314,-157.8555478,,"Pali Highway, The Arts District, Chinatown, Honolulu, Honolulu County, Hawaii, 96843, United States",honolulu,osm
osm-454766286,21.3022876,-157.8161046,,"Mid-Pacific Institute, Kaala Street, Lower Mānoa, Mānoa, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-462873178,21.37559,-157.9736423,,"Lanakila Avenue, Pearl City, Honolulu County, Hawaii, 96860, United States",waipahu,osm
osm-463284276,21.3491011,-157.8933711,,"Mahiole Street, Moanalua Gardens, Honolulu, Honolulu County, Hawaii, 96859, United States",unknown,osm
osm-468251099,21.3445766,-157.9036448,,"Ala ʻIlima Street, Salt Lake, Honolulu, Honolulu County, Hawaii, 96818, United States",unknown,osm
osm-468569106,21.4039767,-157.9305604,,"Kaahele Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569108,21.4041202,-157.9304964,,"Kaahele Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569109,21.4046505,-157.930266,,"Kaahele Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569111,21.4052558,-157.9308274,,"Kaahele Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569112,21.4039165,-157.9323069,,"Ainanui Loop, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569114,21.4045744,-157.9343704,,"Kahaea Place, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569115,21.4053027,-157.9349631,,"Ainanui Loop, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569116,21.3997576,-157.9366701,,"Kaahele Street, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569117,21.398583,-157.9368687,,"Kuini Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569118,21.4003787,-157.9416799,,"Nohoalii Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569120,21.3998528,-157.9415628,,"Kaahele Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569121,21.3986675,-157.9403974,,"Aloalii Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569122,21.3986079,-157.9413275,,"Nohoalii Street, Waimalu, Waipahu, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569124,21.3981723,-157.9471109,,"98-456, Kaahele Street, Waimalu, Aiea, Honolulu County, Hawaii, 96701, United States",pearl-city,osm
osm-468569125,21.3993399,-157.9783479,,"Acacia Road, Pearl Highlands, Pearl City, Honolulu County, Hawaii, 96782, United States",pearl-city,osm
osm-469560073,21.2819031,-157.8379231,Keiki Pool,"Hau Tree Bar, 2005, Kalia Road, Waikīkī, Honolulu, Honolulu County, Hawaii, 96815, United States",honolulu,osm
osm-469560074,21.281957,-157.8376878,Super Pool,"Super Pool, Duke Kahanamoku Lagoon Boardwalk, Waikīkī, Honolulu, Honolulu County, Hawaii, 96830, United States",honolulu,osm
osm-477288589,21.6405666,-157.9233587,,"Brigham Young University Hawaii, Kulanui Street, Laie, Honolulu County, Hawaii, 96762, United States",laie,osm
osm-480330678,21.3059206,-157.8272913,,"Ahualani Place, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330680,21.3056101,-157.826562,,"2082, Ahualani Place, Lower Mānoa, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330681,21.3057852,-157.8263016,,"Manoa Road, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330682,21.307664,-157.8261483,,"1892, Judd Hillside Road, Lower Mānoa, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330683,21.3072408,-157.826208,,"Judd Hillside Road, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330686,21.3055586,-157.8270902,,"2056, Manoa Road, Lower Mānoa, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330687,21.3072108,-157.8258051,,"J.P. Mendonca Residence, 1942, Judd Hillside Road, Lower Mānoa, Makiki, East Honolulu, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330688,21.3065493,-157.8266458,,"Judd Hillside Road, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330689,21.3070006,-157.8279357,,"Ualakaa Street, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330690,21.3067704,-157.8276045,,"Alihilani Place, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330691,21.3069645,-157.8264407,,"Judd Hillside Road, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
osm-480330692,21.3066039,-157.8270888,,"Judd Hillside Road, Lower Mānoa, Makiki, Honolulu, Honolulu County, Hawaii, 96822, United States",honolulu,osm
